x,R,Tg w/CO3,Tg CO3 free,,,,,,Sodium Borate Experimental Values,,,,,
0.552972731,1.237,642.3706932,642.3706932,,,,,,,,,,,
0.553172475,1.238,642.2815471,642.2815471,,,,,,,,,,,
0.553372041,1.239,642.1924683,642.1924683,,,,,,,,,,,
0.553571429,1.24,642.1034568,642.1034568,,,,,,,,,,,
0.553770638,1.241,642.0145125,642.0145125,,,,,,,,,,,
0.55396967,1.242,641.9256353,641.9256353,,,,,,,,,,,
0.554168524,1.243,641.8368252,641.8368252,,,,,,,,,,,
0.554367201,1.244,641.748082,641.748082,,,,,,,,,,,
0.554565702,1.245,641.6594057,641.6594057,,,,,,,,,,,
0.554764025,1.246,641.5707962,641.5707962,,,,,,,,,,,
0.554962172,1.247,641.4822534,641.4822534,,,,,,,,,,,
0.555160142,1.248,641.3937773,641.3937773,,,,,,,,,,,
0.555357937,1.249,641.3053678,641.3053678,,,,,,,,,,,
0.555555556,1.25,641.2170248,641.2170248,,,,,,,,,,,
0.555752999,1.251,641.1287483,641.1287483,,,,,,,,,,,
0.555950266,1.252,641.0405381,641.0405381,,,,,,,,,,,
0.556147359,1.253,640.9523942,640.9523942,,,,,,,,,,,
0.556344277,1.254,640.8643165,640.8643165,,,,,,,,,,,
0.55654102,1.255,640.7763049,640.7763049,,,,,,,,,,,
0.556737589,1.256,640.6883594,640.6883594,,,,,,,,,,,
0.556933983,1.257,640.6004799,640.6004799,,,,,,,,,,,
0.557130204,1.258,640.5126663,640.5126663,,,,,,,,,,,
0.557326251,1.259,640.4249185,640.4249185,,,,,,,,,,,
0.557522124,1.26,640.3372365,640.3372365,,,,,,,,,,,
0.557717824,1.261,640.2496202,640.2496202,,,,,,,,,,,
0.557913351,1.262,640.1620695,640.1620695,,,,,,,,,,,
0.558108705,1.263,640.0745844,640.0745844,,,,,,,,,,,
0.558303887,1.264,639.9871647,639.9871647,,,,,,,,,,,
0.558498896,1.265,639.8998104,639.8998104,,,,,,,,,,,
0.558693733,1.266,639.8125215,639.8125215,,,,,,,,,,,
0.558888399,1.267,639.7252978,639.7252978,,,,,,,,,,,
0.559082892,1.268,639.6381392,639.6381392,,,,,,,,,,,
0.559277215,1.269,639.5510458,639.5510458,,,,,,,,,,,
0.559471366,1.27,639.4640174,639.4640174,,,,,,,,,,,
0.559665346,1.271,639.377054,639.377054,,,,,,,,,,,
0.559859155,1.272,639.2901555,639.2901555,,,,,,,,,,,
0.560052794,1.273,639.2033217,639.2033217,,,,,,,,,,,
0.560246262,1.274,639.1165527,639.1165527,,,,,,,,,,,
0.56043956,1.275,639.0298484,639.0298484,,,,,,,,,,,
0.560632689,1.276,638.9432087,638.9432087,,,,,,,,,,,
0.560825648,1.277,638.8566335,638.8566335,,,,,,,,,,,
0.561018437,1.278,638.7701227,638.7701227,,,,,,,,,,,
0.561211057,1.279,638.6836763,638.6836763,,,,,,,,,,,
0.561403509,1.28,638.5972943,638.5972943,,,,,,,,,,,
0.561595791,1.281,638.5109764,638.5109764,,,,,,,,,,,
0.561787905,1.282,638.4247228,638.4247228,,,,,,,,,,,
0.561979851,1.283,638.3385332,638.3385332,,,,,,,,,,,
0.562171629,1.284,638.2524077,638.2524077,,,,,,,,,,,
0.562363239,1.285,638.1663461,638.1663461,,,,,,,,,,,
0.562554681,1.286,638.0803483,638.0803483,,,,,,,,,,,
0.562745955,1.287,637.9944144,637.9944144,,,,,,,,,,,
0.562937063,1.288,637.9085442,637.9085442,,,,,,,,,,,
0.563128003,1.289,637.8227377,637.8227377,,,,,,,,,,,
0.563318777,1.29,637.7369948,637.7369948,,,,,,,,,,,
0.563509385,1.291,637.6513154,637.6513154,,,,,,,,,,,
0.563699825,1.292,637.5656995,637.5656995,,,,,,,,,,,
0.5638901,1.293,637.4801469,637.4801469,,,,,,,,,,,
0.564080209,1.294,637.3946577,637.3946577,,,,,,,,,,,
0.564270153,1.295,637.3092317,637.3092317,,,,,,,,,,,
0.56445993,1.296,637.2238689,637.2238689,,,,,,,,,,,
0.564649543,1.297,637.1385692,637.1385692,,,,,,,,,,,
0.56483899,1.298,637.0533325,637.0533325,,,,,,,,,,,
0.565028273,1.299,636.9681588,636.9681588,,,,,,,,,,,
0.565217391,1.3,636.8830479,636.8830479,,,,,,,,,,,
0.565406345,1.301,636.7949768,636.7979999,,,,,,,,,,,
0.565595135,1.302,636.7069327,636.7130147,,,,,,,,,,,
0.56578376,1.303,636.6189157,636.6280921,,,,,,,,,,,
0.565972222,1.304,636.5309257,636.5432321,,,,,,,,,,,
0.566160521,1.305,636.4429629,636.4584347,,,,,,,,,,,
0.566348656,1.306,636.3550271,636.3736998,,,,,,,,,,,
0.566536628,1.307,636.2671185,636.2890273,,,,,,,,,,,
0.566724437,1.308,636.179237,636.2044171,,,,,,,,,,,
0.566912083,1.309,636.0913827,636.1198692,,,,,,,,,,,
0.567099567,1.31,636.0035555,636.0353835,,,,,,,,,,,
0.567286889,1.311,635.9157554,635.9509599,,,,,,,,,,,
0.567474048,1.312,635.8279826,635.8665984,,,,,,,,,,,
0.567661046,1.313,635.740237,635.7822989,,,,,,,,,,,
0.567847882,1.314,635.6525186,635.6980613,,,,,,,,,,,
0.568034557,1.315,635.5648275,635.6138856,,,,,,,,,,,
0.568221071,1.316,635.4771635,635.5297716,,,,,,,,,,,
0.568407423,1.317,635.3895269,635.4457194,,,,,,,,,,,
0.568593615,1.318,635.3019175,635.3617289,,,,,,,,,,,
0.568779646,1.319,635.2143354,635.2777999,,,,,,,,,,,
0.568965517,1.32,635.1267807,635.1939324,,,,,,,,,,,
0.569151228,1.321,635.0392532,635.1101264,,,,,,,,,,,
0.569336779,1.322,634.9517531,635.0263818,,,,,,,,,,,
0.56952217,1.323,634.8642803,634.9426985,,,,,,,,,,,
0.569707401,1.324,634.7768349,634.8590765,,,,,,,,,,,
0.569892473,1.325,634.6894169,634.7755156,,,,,,,,,,,
0.570077386,1.326,634.6020263,634.6920159,,,,,,,,,,,
0.57026214,1.327,634.514663,634.6085772,,,,,,,,,,,
0.570446735,1.328,634.4273272,634.5251995,,,,,,,,,,,
0.570631172,1.329,634.3400188,634.4418826,,,,,,,,,,,
0.570815451,1.33,634.2527379,634.3586267,,,,,,,,,,,
0.570999571,1.331,634.1654844,634.2754315,,,,,,,,,,,
0.571183533,1.332,634.0782584,634.1922971,,,,,,,,,,,
0.571367338,1.333,633.9910599,634.1092233,,,,,,,,,,,
0.571550985,1.334,633.9038889,634.02621,,,,,,,,,,,
0.571734475,1.335,633.8167454,633.9432573,,,,,,,,,,,
0.571917808,1.336,633.7296294,633.8603651,,,,,,,,,,,
0.572100984,1.337,633.642541,633.7775332,,,,,,,,,,,
0.572284003,1.338,633.5554801,633.6947616,,,,,,,,,,,
0.572466866,1.339,633.4684469,633.6120503,,,,,,,,,,,
0.572649573,1.34,633.3814411,633.5293992,,,,,,,,,,,
0.572832123,1.341,633.294463,633.4468082,,,,,,,,,,,
0.573014518,1.342,633.2075125,633.3642772,,,,,,,,,,,
0.573196756,1.343,633.1205897,633.2818063,,,,,,,,,,,
0.57337884,1.344,633.0336944,633.1993953,,,,,,,,,,,
0.573560768,1.345,632.9468269,633.1170441,,,,,,,,,,,
0.57374254,1.346,632.8599869,633.0347527,,,,,,,,,,,
0.573924159,1.347,632.7731747,632.9525211,,,,,,,,,,,
0.574105622,1.348,632.6863902,632.8703491,,,,,,,,,,,
0.574286931,1.349,632.5996333,632.7882367,,,,,,,,,,,
0.574468085,1.35,632.5129042,632.7061838,,,,,,,,,,,
0.574649085,1.351,632.4262028,632.6241904,,,,,,,,,,,
0.574829932,1.352,632.3395292,632.5422565,,,,,,,,,,,
0.575010625,1.353,632.2528833,632.4603818,,,,,,,,,,,
0.575191164,1.354,632.1662652,632.3785664,,,,,,,,,,,
0.57537155,1.355,632.0796749,632.2968103,,,,,,,,,,,
0.575551783,1.356,631.9931124,632.2151133,,,,,,,,,,,
0.575731863,1.357,631.9065777,632.1334754,,,,,,,,,,,
0.57591179,1.358,631.8200708,632.0518965,,,,,,,,,,,
0.576091564,1.359,631.7335918,631.9703765,,,,,,,,,,,
0.576271186,1.36,631.6471406,631.8889154,,,,,,,,,,,
0.576450657,1.361,631.5607173,631.8075132,,,,,,,,,,,
0.576629975,1.362,631.4743219,631.7261697,,,,,,,,,,,
0.576809141,1.363,631.3879543,631.644885,,,,,,,,,,,
0.576988156,1.364,631.3016147,631.5636588,,,,,,,,,,,
0.577167019,1.365,631.215303,631.4824913,,,,,,,,,,,
0.577345731,1.366,631.1290192,631.4013822,,,,,,,,,,,
0.577524292,1.367,631.0427633,631.3203316,,,,,,,,,,,
0.577702703,1.368,630.9565354,631.2393394,,,,,,,,,,,
0.577880962,1.369,630.8703355,631.1584055,,,,,,,,,,,
0.578059072,1.37,630.7841636,631.0775298,,,,,,,,,,,
0.578237031,1.371,630.6980196,630.9967124,,,,,,,,,,,
0.57841484,1.372,630.6119037,630.9159531,,,,,,,,,,,
0.578592499,1.373,630.5258158,630.8352518,,,,,,,,,,,
0.578770008,1.374,630.4397559,630.7546086,,,,,,,,,,,
0.578947368,1.375,630.3537241,630.6740233,,,,,,,,,,,
0.579124579,1.376,630.2677203,630.5934958,,,,,,,,,,,
0.579301641,1.377,630.1817446,630.5130262,,,,,,,,,,,
0.579478553,1.378,630.095797,630.4326144,,,,,,,,,,,
0.579655317,1.379,630.0098775,630.3522602,,,,,,,,,,,
0.579831933,1.38,629.9239861,630.2719637,,,,,,,,,,,
0.5800084,1.381,629.8381228,630.1917248,,,,,,,,,,,
0.580184719,1.382,629.7522876,630.1115433,,,,,,,,,,,
0.58036089,1.383,629.6664806,630.0314193,,,,,,,,,,,
0.580536913,1.384,629.5807018,629.9513527,,,,,,,,,,,
0.580712788,1.385,629.4949511,629.8713434,,,,,,,,,,,
0.580888516,1.386,629.4092286,629.7913914,,,,,,,,,,,
0.581064097,1.387,629.3235343,629.7114966,,,,,,,,,,,
0.581239531,1.388,629.2378683,629.6316589,,,,,,,,,,,
0.581414818,1.389,629.1522304,629.5518783,,,,,,,,,,,
0.581589958,1.39,629.0666208,629.4721547,,,,,,,,,,,
0.581764952,1.391,628.9810394,629.3924881,,,,,,,,,,,
0.581939799,1.392,628.8954863,629.3128783,,,,,,,,,,,
0.582114501,1.393,628.8099615,629.2333254,,,,,,,,,,,
0.582289056,1.394,628.7244649,629.1538293,,,,,,,,,,,
0.582463466,1.395,628.6389967,629.0743898,,,,,,,,,,,
0.58263773,1.396,628.5535567,628.9950071,,,,,,,,,,,
0.582811848,1.397,628.4681451,628.9156809,,,,,,,,,,,
0.582985822,1.398,628.3827618,628.8364112,,,,,,,,,,,
0.58315965,1.399,628.2974068,628.757198,,,,,,,,,,,
0.583333333,1.4,628.2120802,628.6780413,,,,,,,,,,,
0.583506872,1.401,628.126782,628.5989408,,,,,,,,,,,
0.583680266,1.402,628.0415122,628.5198967,,,,,,,,,,,
0.583853516,1.403,627.9562707,628.4409088,,,,,,,,,,,
0.584026622,1.404,627.8710577,628.3619771,,,,,,,,,,,
0.584199584,1.405,627.7858731,628.2831014,,,,,,,,,,,
0.584372402,1.406,627.7007169,628.2042819,,,,,,,,,,,
0.584545077,1.407,627.6155891,628.1255183,,,,,,,,,,,
0.584717608,1.408,627.5304898,628.0468106,,,,,,,,,,,
0.584889996,1.409,627.445419,627.9681588,,,,,,,,,,,
0.585062241,1.41,627.3603766,627.8895628,,,,,,,,,,,
0.585234343,1.411,627.2753627,627.8110226,,,,,,,,,,,
0.585406302,1.412,627.1903774,627.7325381,,,,,,,,,,,
0.585578119,1.413,627.1054205,627.6541092,,,,,,,,,,,
0.585749793,1.414,627.0204922,627.5757358,,,,,,,,,,,
0.585921325,1.415,626.9355924,627.497418,,,,,,,,,,,
0.586092715,1.416,626.8507211,627.4191557,,,,,,,,,,,
0.586263964,1.417,626.7658784,627.3409487,,,,,,,,,,,
0.58643507,1.418,626.6810643,627.2627971,,,,,,,,,,,
0.586606036,1.419,626.5962788,627.1847007,,,,,,,,,,,
0.58677686,1.42,626.5115218,627.1066596,,,,,,,,,,,
0.586947542,1.421,626.4267935,627.0286737,,,,,,,,,,,
0.587118084,1.422,626.3420938,626.9507428,,,,,,,,,,,
0.587288485,1.423,626.2574227,626.872867,,,,,,,,,,,
0.587458746,1.424,626.1727802,626.7950462,,,,,,,,,,,
0.587628866,1.425,626.0881664,626.7172803,,,,,,,,,,,
0.587798846,1.426,626.0035813,626.6395692,,,,,,,,,,,
0.587968686,1.427,625.9190248,626.561913,,,,,,,,,,,
0.588138386,1.428,625.8344971,626.4843116,,,,,,,,,,,
0.588307946,1.429,625.749998,626.4067648,,,,,,,,,,,
0.588477366,1.43,625.6655276,626.3292727,,,,,,,,,,,
0.588646647,1.431,625.581086,626.2518352,,,,,,,,,,,
0.588815789,1.432,625.4966731,626.1744521,,,,,,,,,,,
0.588984792,1.433,625.4122889,626.0971236,,,,,,,,,,,
0.589153657,1.434,625.3279335,626.0198494,,,,,,,,,,,
0.589322382,1.435,625.2436068,625.9426297,,,,,,,,,,,
0.589490969,1.436,625.159309,625.8654642,,,,,,,,,,,
0.589659417,1.437,625.0750399,625.7883529,,,,,,,,,,,
0.589827728,1.438,624.9907996,625.7112958,,,,,,,,,,,
0.5899959,1.439,624.9065881,625.6342929,,,,,,,,,,,
0.590163934,1.44,624.8224055,625.557344,,,,,,,,,,,
0.590331831,1.441,624.7382516,625.4804491,,,,,,,,,,,
0.59049959,1.442,624.6541267,625.4036081,,,,,,,,,,,
0.590667212,1.443,624.5700306,625.3268211,,,,,,,,,,,
0.590834697,1.444,624.4859633,625.2500879,,,,,,,,,,,
0.591002045,1.445,624.4019249,625.1734085,,,,,,,,,,,
0.591169256,1.446,624.3179154,625.0967828,,,,,,,,,,,
0.59133633,1.447,624.2339348,625.0202108,,,,,,,,,,,
0.591503268,1.448,624.1499832,624.9436924,,,,,,,,,,,
0.591670069,1.449,624.0660604,624.8672275,,,,,,,,,,,
0.591836735,1.45,623.9821666,624.7908161,,,,,,,,,,,
0.592003264,1.451,623.8983017,624.7144582,,,,,,,,,,,
0.592169657,1.452,623.8144657,624.6381537,,,,,,,,,,,
0.592335915,1.453,623.7306588,624.5619025,,,,,,,,,,,
0.592502037,1.454,623.6468808,624.4857046,,,,,,,,,,,
0.592668024,1.455,623.5631318,624.4095599,,,,,,,,,,,
0.592833876,1.456,623.4794118,624.3334684,,,,,,,,,,,
0.592999593,1.457,623.3957208,624.2574299,,,,,,,,,,,
0.593165175,1.458,623.3120588,624.1814446,,,,,,,,,,,
0.593330622,1.459,623.2284258,624.1055122,,,,,,,,,,,
0.593495935,1.46,623.1448219,624.0296327,,,,,,,,,,,
0.593661113,1.461,623.061247,623.9538062,,,,,,,,,,,
0.593826158,1.462,622.9777012,623.8780325,,,,,,,,,,,
0.593991068,1.463,622.8941845,623.8023115,,,,,,,,,,,
0.594155844,1.464,622.8106968,623.7266433,,,,,,,,,,,
0.594320487,1.465,622.7272383,623.6510278,,,,,,,,,,,
0.594484996,1.466,622.6438088,623.5754648,,,,,,,,,,,
0.594649372,1.467,622.5604085,623.4999544,,,,,,,,,,,
0.594813614,1.468,622.4770372,623.4244966,,,,,,,,,,,
0.594977724,1.469,622.3936951,623.3490911,,,,,,,,,,,
0.5951417,1.47,622.3103822,623.2737381,,,,,,,,,,,
0.595305544,1.471,622.2270984,623.1984374,,,,,,,,,,,
0.595469256,1.472,622.1438438,623.1231889,,,,,,,,,,,
0.595632835,1.473,622.0606183,623.0479928,,,,,,,,,,,
0.595796281,1.474,621.9774221,622.9728487,,,,,,,,,,,
0.595959596,1.475,621.894255,622.8977568,,,,,,,,,,,
0.596122779,1.476,621.8111172,622.822717,,,,,,,,,,,
0.59628583,1.477,621.7280085,622.7477292,,,,,,,,,,,
0.596448749,1.478,621.6449291,622.6727933,,,,,,,,,,,
0.596611537,1.479,621.5618789,622.5979093,,,,,,,,,,,
0.596774194,1.48,621.478858,622.5230772,,,,,,,,,,,
0.596936719,1.481,621.3958663,622.4482969,,,,,,,,,,,
0.597099114,1.482,621.3129039,622.3735683,,,,,,,,,,,
0.597261377,1.483,621.2299708,622.2988914,,,,,,,,,,,
0.59742351,1.484,621.147067,622.2242662,,,,,,,,,,,
0.597585513,1.485,621.0641924,622.1496925,,,,,,,,,,,
0.597747385,1.486,620.9813472,622.0751703,,,,,,,,,,,
0.597909127,1.487,620.8985313,622.0006997,,,,,,,,,,,
0.59807074,1.488,620.8157447,621.9262804,,,,,,,,,,,
0.598232222,1.489,620.7329875,621.8519125,,,,,,,,,,,
0.598393574,1.49,620.6502596,621.777596,,,,,,,,,,,
0.598554797,1.491,620.567561,621.7033307,,,,,,,,,,,
0.598715891,1.492,620.4848919,621.6291166,,,,,,,,,,,
0.598876855,1.493,620.4022521,621.5549536,,,,,,,,,,,
0.59903769,1.494,620.3196417,621.4808418,,,,,,,,,,,
0.599198397,1.495,620.2370607,621.406781,,,,,,,,,,,
0.599358974,1.496,620.1545091,621.3327712,,,,,,,,,,,
0.599519423,1.497,620.0719869,621.2588123,,,,,,,,,,,
0.599679744,1.498,619.9894941,621.1849044,,,,,,,,,,,
0.599839936,1.499,619.9070308,621.1110473,,,,,,,,,,,
0.6,1.5,619.8245969,621.0372409,,,,,,,,,,,
0.600159936,1.501,619.7073752,620.9280177,,,,,,,,,,,
0.600319744,1.502,619.5901811,620.8188362,,,,,,,,,,,
0.600479425,1.503,619.4730145,620.7096963,,,,,,,,,,,
0.600638978,1.504,619.3558756,620.600598,,,,,,,,,,,
0.600798403,1.505,619.2387644,620.4915413,,,,,,,,,,,
0.600957702,1.506,619.121681,620.3825262,,,,,,,,,,,
0.601116873,1.507,619.0046254,620.2735526,,,,,,,,,,,
0.601275917,1.508,618.8875976,620.1646206,,,,,,,,,,,
0.601434835,1.509,618.7705977,620.05573,,,,,,,,,,,
0.601593625,1.51,618.6536258,619.946881,,,,,,,,,,,
0.60175229,1.511,618.5366819,619.8380733,,,,,,,,,,,
0.601910828,1.512,618.4197661,619.7293071,,,,,,,,,,,
0.60206924,1.513,618.3028783,619.6205823,,,,,,,,,,,
0.602227526,1.514,618.1860187,619.5118989,,,,,,,,,,,
0.602385686,1.515,618.0691873,619.4032568,,,,,,,,,,,
0.60254372,1.516,617.9523841,619.2946561,,,,,,,,,,,
0.602701629,1.517,617.8356093,619.1860967,,,,,,,,,,,
0.602859412,1.518,617.7188628,619.0775786,,,,,,,,,,,
0.60301707,1.519,617.6021446,618.9691017,,,,,,,,,,,
0.603174603,1.52,617.4854549,618.8606661,,,,,,,,,,,
0.603332011,1.521,617.3687938,618.7522716,,,,,,,,,,,
0.603489294,1.522,617.2521611,618.6439184,,,,,,,,,,,
0.603646453,1.523,617.135557,618.5356063,,,,,,,,,,,
0.603803487,1.524,617.0189816,618.4273354,,,,,,,,,,,
0.603960396,1.525,616.9024348,618.3191056,,,,,,,,,,,
0.604117181,1.526,616.7859168,618.2109169,,,,,,,,,,,
0.604273843,1.527,616.6694276,618.1027693,,,,,,,,,,,
0.60443038,1.528,616.5529672,617.9946627,,,,,,,,,,,
0.604586793,1.529,616.4365357,617.8865972,,,,,,,,,,,
0.604743083,1.53,616.320133,617.7785726,,,,,,,,,,,
0.604899249,1.531,616.2037594,617.6705891,,,,,,,,,,,
0.605055292,1.532,616.0874148,617.5626465,,,,,,,,,,,
0.605211212,1.533,615.9710992,617.4547448,,,,,,,,,,,
0.605367009,1.534,615.8548128,617.346884,,,,,,,,,,,
0.605522682,1.535,615.7385556,617.2390642,,,,,,,,,,,
0.605678233,1.536,615.6223275,617.1312851,,,,,,,,,,,
0.605833662,1.537,615.5061287,617.023547,,,,,,,,,,,
0.605988968,1.538,615.3899592,616.9158496,,,,,,,,,,,
0.606144151,1.539,615.2738191,616.8081931,,,,,,,,,,,
0.606299213,1.54,615.1577084,616.7005773,,,,,,,,,,,
0.606454152,1.541,615.0416271,616.5930023,,,,,,,,,,,
0.606608969,1.542,614.9255753,616.4854679,,,,,,,,,,,
0.606763665,1.543,614.8095531,616.3779743,,,,,,,,,,,
0.606918239,1.544,614.6935604,616.2705214,,,,,,,,,,,
0.607072692,1.545,614.5775974,616.1631091,,,,,,,,,,,
0.607227023,1.546,614.4616641,616.0557375,,,,,,,,,,,
0.607381233,1.547,614.3457605,615.9484064,,,,,,,,,,,
0.607535322,1.548,614.2298867,615.841116,,,,,,,,,,,
0.60768929,1.549,614.1140428,615.7338661,,,,,,,,,,,
0.607843137,1.55,613.9982287,615.6266568,,,,,,,,,,,
0.607996864,1.551,613.8824445,615.519488,,,,,,,,,,,
0.60815047,1.552,613.7666903,615.4123596,,,,,,,,,,,
0.608303956,1.553,613.6509661,615.3052718,,,,,,,,,,,
0.608457322,1.554,613.535272,615.1982244,,,,,,,,,,,
0.608610568,1.555,613.419608,615.0912174,,,,,,,,,,,
0.608763693,1.556,613.3039741,614.9842508,,,,,,,,,,,
0.608916699,1.557,613.1883705,614.8773246,,,,,,,,,,,
0.609069586,1.558,613.0727971,614.7704387,,,,,,,,,,,
0.609222352,1.559,612.957254,614.6635932,,,,,,,,,,,
0.609375,1.56,612.8417412,614.556788,,,,,,,,,,,
0.609527528,1.561,612.7262589,614.4500231,,,,,,,,,,,
0.609679938,1.562,612.6108069,614.3432985,,,,,,,,,,,
0.609832228,1.563,612.4953855,614.2366141,,,,,,,,,,,
0.609984399,1.564,612.3799946,614.1299699,,,,,,,,,,,
0.610136452,1.565,612.2646342,614.0233659,,,,,,,,,,,
0.610288387,1.566,612.1493045,613.9168021,,,,,,,,,,,
0.610440203,1.567,612.0340055,613.8102785,,,,,,,,,,,
0.6105919,1.568,611.9187372,613.7037949,,,,,,,,,,,
0.61074348,1.569,611.8034996,613.5973515,,,,,,,,,,,
0.610894942,1.57,611.6882928,613.4909482,,,,,,,,,,,
0.611046285,1.571,611.5731169,613.3845849,,,,,,,,,,,
0.611197512,1.572,611.4579719,613.2782617,,,,,,,,,,,
0.61134862,1.573,611.3428579,613.1719785,,,,,,,,,,,
0.611499611,1.574,611.2277748,613.0657353,,,,,,,,,,,
0.611650485,1.575,611.1127228,612.959532,,,,,,,,,,,
0.611801242,1.576,610.9977019,612.8533687,,,,,,,,,,,
0.611951882,1.577,610.882712,612.7472453,,,,,,,,,,,
0.612102405,1.578,610.7677534,612.6411618,,,,,,,,,,,
0.612252811,1.579,610.652826,612.5351183,,,,,,,,,,,
0.612403101,1.58,610.5379298,612.4291145,,,,,,,,,,,
0.612553274,1.581,610.423065,612.3231506,,,,,,,,,,,
0.612703331,1.582,610.3082315,612.2172265,,,,,,,,,,,
0.612853271,1.583,610.1934295,612.1113422,,,,,,,,,,,
0.613003096,1.584,610.0786588,612.0054977,,,,,,,,,,,
0.613152805,1.585,609.9639197,611.8996929,,,,,,,,,,,
0.613302398,1.586,609.8492121,611.7939279,,,,,,,,,,,
0.613451875,1.587,609.7345361,611.6882025,,,,,,,,,,,
0.613601236,1.588,609.6198917,611.5825169,,,,,,,,,,,
0.613750483,1.589,609.505279,611.4768709,,,,,,,,,,,
0.613899614,1.59,609.390698,611.3712645,,,,,,,,,,,
0.61404863,1.591,609.2761488,611.2656977,,,,,,,,,,,
0.614197531,1.592,609.1616314,611.1601705,,,,,,,,,,,
0.614346317,1.593,609.0471459,611.0546829,,,,,,,,,,,
0.614494988,1.594,608.9326922,610.9492349,,,,,,,,,,,
0.614643545,1.595,608.8182705,610.8438263,,,,,,,,,,,
0.614791988,1.596,608.7038808,610.7384573,,,,,,,,,,,
0.614940316,1.597,608.5895231,610.6331277,,,,,,,,,,,
0.61508853,1.598,608.4751975,610.5278376,,,,,,,,,,,
0.615236629,1.599,608.360904,610.4225869,,,,,,,,,,,
0.615384615,1.6,608.2466427,610.3173757,,,,,,,,,,,
0.615532488,1.601,608.1324136,610.2122038,,,,,,,,,,,
0.615680246,1.602,608.0182168,610.1070713,,,,,,,,,,,
0.615827891,1.603,607.9040523,610.0019782,,,,,,,,,,,
0.615975422,1.604,607.7899201,609.8969243,,,,,,,,,,,
0.616122841,1.605,607.6758203,609.7919098,,,,,,,,,,,
0.616270146,1.606,607.561753,609.6869346,,,,,,,,,,,
0.616417338,1.607,607.4477181,609.5819986,,,,,,,,,,,
0.616564417,1.608,607.3337157,609.4771018,,,,,,,,,,,
0.616711384,1.609,607.219746,609.3722443,,,,,,,,,,,
0.616858238,1.61,607.1058088,609.2674259,,,,,,,,,,,
0.617004979,1.611,606.9919043,609.1626468,,,,,,,,,,,
0.617151608,1.612,606.8780325,609.0579067,,,,,,,,,,,
0.617298125,1.613,606.7641934,608.9532058,,,,,,,,,,,
0.617444529,1.614,606.6503872,608.848544,,,,,,,,,,,
0.617590822,1.615,606.5366137,608.7439213,,,,,,,,,,,
0.617737003,1.616,606.4228732,608.6393376,,,,,,,,,,,
0.617883072,1.617,606.3091655,608.534793,,,,,,,,,,,
0.61802903,1.618,606.1954908,608.4302874,,,,,,,,,,,
0.618174876,1.619,606.0818492,608.3258208,,,,,,,,,,,
0.618320611,1.62,605.9682406,608.2213932,,,,,,,,,,,
0.618466234,1.621,605.854665,608.1170045,,,,,,,,,,,
0.618611747,1.622,605.7411227,608.0126547,,,,,,,,,,,
0.618757148,1.623,605.6276135,607.9083439,,,,,,,,,,,
0.618902439,1.624,605.5141375,607.8040719,,,,,,,,,,,
0.619047619,1.625,605.4006948,607.6998388,,,,,,,,,,,
0.619192688,1.626,605.2872854,607.5956446,,,,,,,,,,,
0.619337648,1.627,605.1739094,607.4914891,,,,,,,,,,,
0.619482496,1.628,605.0605668,607.3873725,,,,,,,,,,,
0.619627235,1.629,604.9472576,607.2832947,,,,,,,,,,,
0.619771863,1.63,604.8339819,607.1792556,,,,,,,,,,,
0.619916382,1.631,604.7207397,607.0752552,,,,,,,,,,,
0.62006079,1.632,604.6075311,606.9712935,,,,,,,,,,,
0.620205089,1.633,604.4943561,606.8673706,,,,,,,,,,,
0.620349279,1.634,604.3812148,606.7634863,,,,,,,,,,,
0.620493359,1.635,604.2681072,606.6596406,,,,,,,,,,,
0.620637329,1.636,604.1550333,606.5558336,,,,,,,,,,,
0.620781191,1.637,604.0419932,606.4520652,,,,,,,,,,,
0.620924943,1.638,603.9289869,606.3483353,,,,,,,,,,,
0.621068587,1.639,603.8160146,606.2446441,,,,,,,,,,,
0.621212121,1.64,603.7030761,606.1409913,,,,,,,,,,,
0.621355547,1.641,603.5901716,606.0373771,,,,,,,,,,,
0.621498864,1.642,603.4773011,605.9338014,,,,,,,,,,,
0.621642073,1.643,603.3644646,605.8302641,,,,,,,,,,,
0.621785174,1.644,603.2516622,605.7267654,,,,,,,,,,,
0.621928166,1.645,603.1388939,605.623305,,,,,,,,,,,
0.622071051,1.646,603.0261599,605.5198831,,,,,,,,,,,
0.622213827,1.647,602.91346,605.4164995,,,,,,,,,,,
0.622356495,1.648,602.8007944,605.3131543,,,,,,,,,,,
0.622499056,1.649,602.688163,605.2098475,,,,,,,,,,,
0.622641509,1.65,602.5755661,605.106579,,,,,,,,,,,
0.622783855,1.651,602.4630035,605.0033487,,,,,,,,,,,
0.622926094,1.652,602.3504753,604.9001568,,,,,,,,,,,
0.623068225,1.653,602.2379816,604.7970032,,,,,,,,,,,
0.623210249,1.654,602.1255224,604.6938877,,,,,,,,,,,
0.623352166,1.655,602.0130977,604.5908105,,,,,,,,,,,
0.623493976,1.656,601.9007077,604.4877715,,,,,,,,,,,
0.623635679,1.657,601.7883522,604.3847707,,,,,,,,,,,
0.623777276,1.658,601.6760315,604.281808,,,,,,,,,,,
0.623918766,1.659,601.5637454,604.1788835,,,,,,,,,,,
0.62406015,1.66,601.4514942,604.075997,,,,,,,,,,,
