x,R,m,model,,,,,,,,,
0.690114658,2.227,15.3415177,22.96579577,,,,,,,,,
0.690210657,2.228,15.34143441,22.94538051,,,,,,,,,
0.690306596,2.229,15.3413473,22.92501331,,,,,,,,,
0.690402477,2.23,15.34125635,22.90469416,,,,,,,,,
0.690498298,2.231,15.34116153,22.88442282,,,,,,,,,
0.690594059,2.232,15.34106278,22.86419921,,,,,,,,,
0.690689762,2.233,15.34096011,22.84402311,,,,,,,,,
0.690785405,2.234,15.34085344,22.8238945,,,,,,,,,
0.690880989,2.235,15.34074276,22.80381315,,,,,,,,,
0.690976514,2.236,15.34062804,22.78377892,,,,,,,,,
0.69107198,2.237,15.34050924,22.76379174,,,,,,,,,
0.691167387,2.238,15.3403863,22.74385141,,,,,,,,,
0.691262735,2.239,15.34025922,22.72395781,,,,,,,,,
0.691358025,2.24,15.34012795,22.70411077,,,,,,,,,
0.691453255,2.241,15.33999245,22.68431021,,,,,,,,,
0.691548427,2.242,15.33985268,22.66455596,,,,,,,,,
0.69164354,2.243,15.33970861,22.64484786,,,,,,,,,
0.691738594,2.244,15.33956021,22.62518583,,,,,,,,,
0.69183359,2.245,15.33940743,22.60556967,,,,,,,,,
0.691928527,2.246,15.33925023,22.58599926,,,,,,,,,
0.692023406,2.247,15.33908859,22.5664745,,,,,,,,,
0.692118227,2.248,15.33892246,22.54699522,,,,,,,,,
0.692212989,2.249,15.33875179,22.52756126,,,,,,,,,
0.692307692,2.25,15.33857657,22.50817256,,,,,,,,,
0.692402338,2.251,15.33839673,22.48882887,,,,,,,,,
0.692496925,2.252,15.33821225,22.46953014,,,,,,,,,
0.692591454,2.253,15.33802308,22.45027624,,,,,,,,,
0.692685925,2.254,15.33782918,22.43106695,,,,,,,,,
0.692780338,2.255,15.33763052,22.41190224,,,,,,,,,
0.692874693,2.256,15.33742705,22.39278186,,,,,,,,,
0.69296899,2.257,15.33721873,22.37370579,,,,,,,,,
0.693063229,2.258,15.33700553,22.35467382,,,,,,,,,
0.69315741,2.259,15.33678738,22.33568585,,,,,,,,,
0.693251534,2.26,15.33656427,22.3167417,,,,,,,,,
0.6933456,2.261,15.33633615,22.29784124,,,,,,,,,
0.693439608,2.262,15.33610295,22.27898444,,,,,,,,,
0.693533558,2.263,15.33586466,22.26017102,,,,,,,,,
0.693627451,2.264,15.33562122,22.24140094,,,,,,,,,
0.693721286,2.265,15.3353726,22.22267405,,,,,,,,,
0.693815064,2.266,15.33511874,22.20399016,,,,,,,,,
0.693908785,2.267,15.3348596,22.18534918,,,,,,,,,
0.694002448,2.268,15.33459514,22.16675101,,,,,,,,,
0.694096054,2.269,15.33432532,22.14819548,,,,,,,,,
0.694189602,2.27,15.33405007,22.12968244,,,,,,,,,
0.694283094,2.271,15.33376936,22.11121181,,,,,,,,,
0.694376528,2.272,15.33348317,22.09278339,,,,,,,,,
0.694469905,2.273,15.3331914,22.07439708,,,,,,,,,
0.694563225,2.274,15.33289405,22.05605278,,,,,,,,,
0.694656489,2.275,15.33259104,22.03775031,,,,,,,,,
0.694749695,2.276,15.33228234,22.01948956,,,,,,,,,
0.694842844,2.277,15.3319679,22.00127039,,,,,,,,,
0.694935937,2.278,15.33164768,21.98309268,,,,,,,,,
0.695028972,2.279,15.3313216,21.96495629,,,,,,,,,
0.695121951,2.28,15.33098965,21.94686109,,,,,,,,,
0.695214874,2.281,15.33065176,21.92880697,,,,,,,,,
0.695307739,2.282,15.33030787,21.91079377,,,,,,,,,
0.695400548,2.283,15.32995795,21.89282137,,,,,,,,,
0.695493301,2.284,15.32960194,21.87488964,,,,,,,,,
0.695585997,2.285,15.32923979,21.85699847,,,,,,,,,
0.695678637,2.286,15.32887145,21.83914768,,,,,,,,,
0.69577122,2.287,15.32849686,21.8213372,,,,,,,,,
0.695863747,2.288,15.32811598,21.80356685,,,,,,,,,
0.695956218,2.289,15.32772875,21.78583658,,,,,,,,,
0.696048632,2.29,15.32733512,21.76814614,,,,,,,,,
0.696140991,2.291,15.32693504,21.75049554,,,,,,,,,
0.696233293,2.292,15.32652844,21.73288453,,,,,,,,,
0.696325539,2.293,15.32611528,21.71531305,,,,,,,,,
0.696417729,2.294,15.32569551,21.69778097,,,,,,,,,
0.696509863,2.295,15.32526905,21.68028812,,,,,,,,,
0.696601942,2.296,15.32483587,21.66283445,,,,,,,,,
0.696693964,2.297,15.32439591,21.64541975,,,,,,,,,
0.696785931,2.298,15.3239491,21.62804394,,,,,,,,,
0.696877842,2.299,15.3234954,21.6107069,,,,,,,,,
0.696969697,2.3,15.32303474,21.59340844,,,,,,,,,
0.697061497,2.301,15.32256707,21.57614855,,,,,,,,,
0.69715324,2.302,15.32209232,21.558927,,,,,,,,,
0.697244929,2.303,15.32161044,21.54174369,,,,,,,,,
0.697336562,2.304,15.32112137,21.52459856,,,,,,,,,
0.697428139,2.305,15.32062506,21.50749137,,,,,,,,,
0.697519661,2.306,15.32012143,21.4904221,,,,,,,,,
0.697611128,2.307,15.31961043,21.47339056,,,,,,,,,
0.697702539,2.308,15.31909199,21.45639669,,,,,,,,,
0.697793895,2.309,15.31856607,21.43944029,,,,,,,,,
0.697885196,2.31,15.31803259,21.42252128,,,,,,,,,
0.697976442,2.311,15.3174915,21.40563952,,,,,,,,,
0.698067633,2.312,15.31694272,21.38879495,,,,,,,,,
0.698158768,2.313,15.31638619,21.37198734,,,,,,,,,
0.698249849,2.314,15.31582187,21.35521665,,,,,,,,,
0.698340875,2.315,15.31524966,21.33848269,,,,,,,,,
0.698431846,2.316,15.31466952,21.32178545,,,,,,,,,
0.698522762,2.317,15.31408138,21.30512466,,,,,,,,,
0.698613623,2.318,15.31348516,21.28850035,,,,,,,,,
0.698704429,2.319,15.31288082,21.27191229,,,,,,,,,
0.698795181,2.32,15.31226827,21.25536039,,,,,,,,,
0.698885878,2.321,15.31164745,21.23884456,,,,,,,,,
0.69897652,2.322,15.31101829,21.22236465,,,,,,,,,
0.699067108,2.323,15.31038072,21.2059205,,,,,,,,,
0.699157641,2.324,15.30973467,21.18951208,,,,,,,,,
0.69924812,2.325,15.30908009,21.17313923,,,,,,,,,
0.699338545,2.326,15.30841688,21.1568018,,,,,,,,,
0.699428915,2.327,15.307745,21.14049971,,,,,,,,,
0.699519231,2.328,15.30706435,21.12423281,,,,,,,,,
0.699609492,2.329,15.30637487,21.10800103,,,,,,,,,
0.6996997,2.33,15.3056765,21.0918042,,,,,,,,,
0.699789853,2.331,15.30496914,21.07564226,,,,,,,,,
0.699879952,2.332,15.30425274,21.05951504,,,,,,,,,
0.699969997,2.333,15.30352721,21.04342242,,,,,,,,,
0.700059988,2.334,15.30279249,21.0273643,,,,,,,,,
0.700149925,2.335,15.30204849,21.01134062,,,,,,,,,
0.700239808,2.336,15.30129516,20.99535118,,,,,,,,,
0.700329637,2.337,15.30053239,20.97939586,,,,,,,,,
0.700419413,2.338,15.29976012,20.96347466,,,,,,,,,
0.700509134,2.339,15.29897828,20.94758731,,,,,,,,,
0.700598802,2.34,15.29818677,20.93173378,,,,,,,,,
0.700688417,2.341,15.29738553,20.91591397,,,,,,,,,
0.700777977,2.342,15.29657448,20.90012772,,,,,,,,,
0.700867484,2.343,15.29575353,20.88437496,,,,,,,,,
0.700956938,2.344,15.2949226,20.86865554,,,,,,,,,
0.701046338,2.345,15.29408161,20.85296933,,,,,,,,,
0.701135684,2.346,15.29323049,20.83731626,,,,,,,,,
0.701224978,2.347,15.29236915,20.82169621,,,,,,,,,
0.701314217,2.348,15.2914975,20.80610903,,,,,,,,,
0.701403404,2.349,15.29061546,20.79055466,,,,,,,,,
0.701492537,2.35,15.28972295,20.77503295,,,,,,,,,
0.701581617,2.351,15.28881989,20.75954381,,,,,,,,,
0.701670644,2.352,15.28790617,20.74408712,,,,,,,,,
0.701759618,2.353,15.28698173,20.72866273,,,,,,,,,
0.701848539,2.354,15.28604648,20.71327062,,,,,,,,,
0.701937407,2.355,15.2851003,20.69791057,,,,,,,,,
0.702026222,2.356,15.28414316,20.68258258,,,,,,,,,
0.702114984,2.357,15.28317491,20.66728642,,,,,,,,,
0.702203693,2.358,15.2821955,20.65202208,,,,,,,,,
0.702292349,2.359,15.28120483,20.63678941,,,,,,,,,
0.702380952,2.36,15.2802028,20.62158829,,,,,,,,,
0.702469503,2.361,15.27918933,20.60641864,,,,,,,,,
0.702558001,2.362,15.27816432,20.59128031,,,,,,,,,
0.702646447,2.363,15.27712768,20.57617328,,,,,,,,,
0.702734839,2.364,15.27607931,20.56109729,,,,,,,,,
0.70282318,2.365,15.27501913,20.54605238,,,,,,,,,
0.702911468,2.366,15.27394702,20.53103836,,,,,,,,,
0.702999703,2.367,15.2728629,20.51605515,,,,,,,,,
0.703087886,2.368,15.27176669,20.50110264,,,,,,,,,
0.703176017,2.369,15.27065827,20.4861807,,,,,,,,,
0.703264095,2.37,15.26953753,20.47128928,,,,,,,,,
0.703352121,2.371,15.26840439,20.4564282,,,,,,,,,
0.703440095,2.372,15.26725876,20.4415974,,,,,,,,,
0.703528017,2.373,15.26610051,20.42679677,,,,,,,,,
0.703615886,2.374,15.26492956,20.41202623,,,,,,,,,
0.703703704,2.375,15.2637458,20.3972856,,,,,,,,,
0.703791469,2.376,15.26254914,20.38257482,,,,,,,,,
0.703879183,2.377,15.26133946,20.36789381,,,,,,,,,
0.703966844,2.378,15.26011666,20.35324243,,,,,,,,,
0.704054454,2.379,15.25888063,20.33862058,,,,,,,,,
0.704142012,2.38,15.25763128,20.3240282,,,,,,,,,
0.704229518,2.381,15.25636848,20.30946508,,,,,,,,,
0.704316972,2.382,15.25509215,20.29493126,,,,,,,,,
0.704404375,2.383,15.25380215,20.28042652,,,,,,,,,
0.704491726,2.384,15.2524984,20.26595079,,,,,,,,,
0.704579025,2.385,15.25118077,20.25150399,,,,,,,,,
0.704666273,2.386,15.24984915,20.23708603,,,,,,,,,
0.704753469,2.387,15.24850344,20.22269676,,,,,,,,,
0.704840614,2.388,15.24714352,20.20833612,,,,,,,,,
0.704927707,2.389,15.24576927,20.19400398,,,,,,,,,
0.705014749,2.39,15.2443806,20.17970025,,,,,,,,,
0.70510174,2.391,15.24297736,20.16542485,,,,,,,,,
0.705188679,2.392,15.24155945,20.15117764,,,,,,,,,
0.705275567,2.393,15.24012676,20.13695855,,,,,,,,,
0.705362404,2.394,15.23867917,20.12276746,,,,,,,,,
0.70544919,2.395,15.23721654,20.10860427,,,,,,,,,
0.705535925,2.396,15.23573878,20.09446894,,,,,,,,,
0.705622608,2.397,15.23424575,20.08036129,,,,,,,,,
0.705709241,2.398,15.23273733,20.06628123,,,,,,,,,
0.705795822,2.399,15.23121341,20.05222875,,,,,,,,,
0.705882353,2.4,15.22967386,20.03820367,,,,,,,,,
0.705968833,2.401,15.22811854,20.02420588,,,,,,,,,
0.706055262,2.402,15.22654734,20.01023531,,,,,,,,,
0.70614164,2.403,15.22496013,19.9962919,,,,,,,,,
0.706227967,2.404,15.2233568,19.98237554,,,,,,,,,
0.706314244,2.405,15.2217372,19.96848605,,,,,,,,,
0.70640047,2.406,15.22010119,19.95462345,,,,,,,,,
0.706486645,2.407,15.21844867,19.94078758,,,,,,,,,
0.70657277,2.408,15.21677949,19.92697837,,,,,,,,,
0.706658844,2.409,15.21509353,19.91319566,,,,,,,,,
0.706744868,2.41,15.21339064,19.89943944,,,,,,,,,
0.706830841,2.411,15.21167071,19.8857096,,,,,,,,,
0.706916764,2.412,15.20993357,19.87200599,,,,,,,,,
0.707002637,2.413,15.20817912,19.85832859,,,,,,,,,
0.707088459,2.414,15.20640719,19.84467725,,,,,,,,,
0.707174231,2.415,15.20461768,19.83105192,,,,,,,,,
0.707259953,2.416,15.20281041,19.81745244,,,,,,,,,
0.707345625,2.417,15.20098527,19.80387879,,,,,,,,,
0.707431246,2.418,15.19914209,19.79033082,,,,,,,,,
0.707516818,2.419,15.19728077,19.77680852,,,,,,,,,
0.707602339,2.42,15.19540113,19.76331167,,,,,,,,,
0.707687811,2.421,15.19350303,19.74984034,,,,,,,,,
0.707773232,2.422,15.19158634,19.73639427,,,,,,,,,
0.707858604,2.423,15.18965089,19.72297349,,,,,,,,,
0.707943925,2.424,15.18769656,19.70957786,,,,,,,,,
0.708029197,2.425,15.18572318,19.69620728,,,,,,,,,
0.708114419,2.426,15.1837306,19.68286175,,,,,,,,,
0.708199591,2.427,15.18171869,19.66954101,,,,,,,,,
0.708284714,2.428,15.17968728,19.65624513,,,,,,,,,
0.708369787,2.429,15.17763621,19.64297393,,,,,,,,,
0.70845481,2.43,15.17556534,19.62972736,,,,,,,,,
0.708539784,2.431,15.17347451,19.61650536,,,,,,,,,
0.708624709,2.432,15.17136357,19.60330774,,,,,,,,,
0.708709583,2.433,15.16923234,19.59013449,,,,,,,,,
0.708794409,2.434,15.16708068,19.57698553,,,,,,,,,
0.708879185,2.435,15.16490842,19.56386073,,,,,,,,,
0.708963912,2.436,15.16271541,19.55076003,,,,,,,,,
0.709048589,2.437,15.16050148,19.53768336,,,,,,,,,
0.709133217,2.438,15.15826646,19.52463055,,,,,,,,,
0.709217796,2.439,15.15601019,19.51160161,,,,,,,,,
0.709302326,2.44,15.15373251,19.4985964,,,,,,,,,
0.709386806,2.441,15.15143324,19.48561488,,,,,,,,,
0.709471238,2.442,15.14911222,19.47265688,,,,,,,,,
0.70955562,2.443,15.14676928,19.45972243,,,,,,,,,
0.709639954,2.444,15.14440424,19.44681135,,,,,,,,,
0.709724238,2.445,15.14201693,19.43392358,,,,,,,,,
0.709808474,2.446,15.13960718,19.42105909,,,,,,,,,
0.70989266,2.447,15.13717482,19.4082177,,,,,,,,,
0.709976798,2.448,15.13471966,19.39539942,,,,,,,,,
0.710060887,2.449,15.13224153,19.38260412,,,,,,,,,
0.710144928,2.45,15.12974025,19.36983166,,,,,,,,,
0.710228919,2.451,15.12721564,19.35708207,,,,,,,,,
0.710312862,2.452,15.12466752,19.34435524,,,,,,,,,
0.710396756,2.453,15.1220957,19.33165099,,,,,,,,,
0.710480602,2.454,15.1195,19.31896938,,,,,,,,,
0.710564399,2.455,15.11688023,19.30631021,,,,,,,,,
0.710648148,2.456,15.11423622,19.2936735,,,,,,,,,
0.710731848,2.457,15.11156775,19.28105905,,,,,,,,,
0.7108155,2.458,15.10887466,19.26846687,,,,,,,,,
0.710899104,2.459,15.10615674,19.25589691,,,,,,,,,
0.710982659,2.46,15.10341381,19.24334894,,,,,,,,,
0.711066166,2.461,15.10064567,19.23082304,,,,,,,,,
0.711149624,2.462,15.09785212,19.21831906,,,,,,,,,
0.711233035,2.463,15.09503297,19.20583692,,,,,,,,,
0.711316397,2.464,15.09218802,19.19337654,,,,,,,,,
0.711399711,2.465,15.08931707,19.18093781,,,,,,,,,
0.711482977,2.466,15.08641993,19.16852077,,,,,,,,,
0.711566196,2.467,15.08349637,19.15612521,,,,,,,,,
0.711649366,2.468,15.0805462,19.14375108,,,,,,,,,
0.711732488,2.469,15.07756923,19.13139837,,,,,,,,,
0.711815562,2.47,15.07456523,19.11906695,,,,,,,,,
0.711898588,2.471,15.07153401,19.10675676,,,,,,,,,
0.711981567,2.472,15.06847534,19.09446767,,,,,,,,,
0.712064498,2.473,15.06538903,19.08219967,,,,,,,,,
0.712147381,2.474,15.06227485,19.06995265,,,,,,,,,
0.712230216,2.475,15.0591326,19.05772659,,,,,,,,,
0.712313003,2.476,15.05596204,19.04552131,,,,,,,,,
0.712395743,2.477,15.05276298,19.03333682,,,,,,,,,
0.712478436,2.478,15.04953519,19.02117303,,,,,,,,,
0.712561081,2.479,15.04627845,19.00902983,,,,,,,,,
0.712643678,2.48,15.04299253,18.99690715,,,,,,,,,
0.712726228,2.481,15.03967722,18.984805,,,,,,,,,
0.712808731,2.482,15.03633227,18.97272318,,,,,,,,,
0.712891186,2.483,15.03295749,18.96066174,,,,,,,,,
0.712973594,2.484,15.02955262,18.94862045,,,,,,,,,
0.713055954,2.485,15.02611745,18.9365994,,,,,,,,,
0.713138267,2.486,15.02265174,18.92459844,,,,,,,,,
0.713220533,2.487,15.01915525,18.91261746,,,,,,,,,
0.713302752,2.488,15.01562776,18.90065649,,,,,,,,,
0.713384924,2.489,15.01206902,18.88871538,,,,,,,,,
0.713467049,2.49,15.00847879,18.87679405,,,,,,,,,
0.713549126,2.491,15.00485685,18.86489247,,,,,,,,,
0.713631157,2.492,15.00120293,18.85301058,,,,,,,,,
0.713713141,2.493,14.99751682,18.84114825,,,,,,,,,
0.713795077,2.494,14.99379825,18.82930547,,,,,,,,,
0.713876967,2.495,14.99004697,18.81748211,,,,,,,,,
0.71395881,2.496,14.98626274,18.80567819,,,,,,,,,
0.714040606,2.497,14.98244533,18.79389353,,,,,,,,,
0.714122356,2.498,14.97859446,18.78212814,,,,,,,,,
0.714204058,2.499,14.97470989,18.77038187,,,,,,,,,
0.714285714,2.5,nan,18.76201972,,,,,,,,,
0.714367324,2.501,nan,18.76300881,,,,,,,,,
0.714448886,2.502,14.97,18.76399848,,,,,,,,,
0.714530403,2.503,14.97,18.76498878,,,,,,,,,
0.714611872,2.504,14.97,18.76598001,,,,,,,,,
0.714693295,2.505,14.97,18.76697228,,,,,,,,,
0.714774672,2.506,14.97,18.76796488,,,,,,,,,
0.714856002,2.507,nan,18.76895864,,,,,,,,,
0.714937286,2.508,nan,18.76995325,,,,,,,,,
0.715018524,2.509,14.97,18.77094835,,,,,,,,,
0.715099715,2.51,14.97,18.77194472,,,,,,,,,
0.71518086,2.511,14.97,18.77294122,,,,,,,,,
0.715261959,2.512,14.97,18.77393928,,,,,,,,,
0.715343012,2.513,nan,18.77493769,,,,,,,,,
0.715424018,2.514,14.97,18.77593712,,,,,,,,,
0.715504979,2.515,nan,18.77693703,,,,,,,,,
0.715585893,2.516,nan,18.77793806,,,,,,,,,
0.715666761,2.517,14.97,18.77893979,,,,,,,,,
0.715747584,2.518,14.97,18.77994252,,,,,,,,,
0.71582836,2.519,14.97,18.78094566,,,,,,,,,
0.715909091,2.52,nan,18.78194996,,,,,,,,,
0.715989776,2.521,nan,18.78295502,,,,,,,,,
0.716070415,2.522,nan,18.78396064,,,,,,,,,
0.716151008,2.523,nan,18.78496725,,,,,,,,,
0.716231555,2.524,nan,18.78597477,,,,,,,,,
0.716312057,2.525,nan,18.7869828,,,,,,,,,
0.716392513,2.526,nan,18.7879918,,,,,,,,,
0.716472923,2.527,14.97,18.78900188,,,,,,,,,
0.716553288,2.528,nan,18.79001234,,,,,,,,,
0.716633607,2.529,14.97,18.79102364,,,,,,,,,
0.716713881,2.53,nan,18.7920359,,,,,,,,,
0.716794109,2.531,14.97,18.79304899,,,,,,,,,
0.716874292,2.532,nan,18.79406286,,,,,,,,,
0.71695443,2.533,nan,18.79507726,,,,,,,,,
0.717034522,2.534,14.97,18.79609308,,,,,,,,,
0.717114569,2.535,14.97,18.79710907,,,,,,,,,
0.71719457,2.536,14.97,18.79812612,,,,,,,,,
0.717274526,2.537,nan,18.79914387,,,,,,,,,
0.717354438,2.538,nan,18.80016272,,,,,,,,,
0.717434303,2.539,14.97,18.80118221,,,,,,,,,
0.717514124,2.54,14.97,18.80220233,,,,,,,,,
0.7175939,2.541,nan,18.80322332,,,,,,,,,
0.717673631,2.542,14.97,18.80424539,,,,,,,,,
0.717753316,2.543,nan,18.80526786,,,,,,,,,
0.717832957,2.544,14.97,18.80629146,,,,,,,,,
0.717912553,2.545,14.97,18.8073158,,,,,,,,,
0.717992104,2.546,14.97,18.80834064,,,,,,,,,
0.71807161,2.547,14.97,18.80936679,,,,,,,,,
0.718151071,2.548,14.97,18.81039325,,,,,,,,,
0.718230487,2.549,nan,18.81142079,,,,,,,,,
0.718309859,2.55,14.97,18.81244898,,,,,,,,,
0.718389186,2.551,14.97,18.81347823,,,,,,,,,
0.718468468,2.552,14.97,18.81450791,,,,,,,,,
0.718547706,2.553,nan,18.81553876,,,,,,,,,
0.718626899,2.554,nan,18.81657025,,,,,,,,,
0.718706048,2.555,14.97,18.81760239,,,,,,,,,
0.718785152,2.556,nan,18.81863552,,,,,,,,,
0.718864211,2.557,14.97,18.81966952,,,,,,,,,
0.718943227,2.558,14.97,18.8207041,,,,,,,,,
0.719022197,2.559,14.97,18.82173948,,,,,,,,,
0.719101124,2.56,nan,18.8227759,,,,,,,,,
0.719180006,2.561,nan,18.82381288,,,,,,,,,
0.719258843,2.562,nan,18.82485089,,,,,,,,,
0.719337637,2.563,nan,18.82588958,,,,,,,,,
0.719416386,2.564,14.97,18.82692895,,,,,,,,,
0.719495091,2.565,14.97,18.82796916,,,,,,,,,
0.719573752,2.566,14.97,18.82901016,,,,,,,,,
0.719652369,2.567,14.97,18.83005223,,,,,,,,,
0.719730942,2.568,14.97,18.83109508,,,,,,,,,
0.71980947,2.569,14.97,18.83213818,,,,,,,,,
0.719887955,2.57,nan,18.83318263,,,,,,,,,
0.719966396,2.571,14.97,18.8342278,,,,,,,,,
0.720044793,2.572,nan,18.8352735,,,,,,,,,
0.720123146,2.573,14.97,18.83632003,,,,,,,,,
0.720201455,2.574,nan,18.83736777,,,,,,,,,
0.72027972,2.575,14.97,18.83841588,,,,,,,,,
0.720357942,2.576,14.97,18.83946514,,,,,,,,,
0.72043612,2.577,nan,18.84051475,,,,,,,,,
0.720514254,2.578,14.97,18.84156534,,,,,,,,,
0.720592344,2.579,14.97,18.8426169,,,,,,,,,
0.720670391,2.58,14.97,18.84366927,,,,,,,,,
0.720748394,2.581,nan,18.84472215,,,,,,,,,
0.720826354,2.582,14.97,18.845776,,,,,,,,,
0.72090427,2.583,nan,18.84683087,,,,,,,,,
0.720982143,2.584,nan,18.84788596,,,,,,,,,
0.721059972,2.585,nan,18.84894229,,,,,,,,,
0.721137758,2.586,nan,18.8499994,,,,,,,,,
0.7212155,2.587,14.97,18.85105725,,,,,,,,,
0.7212932,2.588,nan,18.85211581,,,,,,,,,
0.721370855,2.589,14.97,18.85317509,,,,,,,,,
0.721448468,2.59,14.97,18.85423531,,,,,,,,,
0.721526037,2.591,14.97,18.85529637,,,,,,,,,
0.721603563,2.592,14.97,18.85635836,,,,,,,,,
0.721681046,2.593,nan,18.85742077,,,,,,,,,
0.721758486,2.594,14.97,18.85848395,,,,,,,,,
0.721835883,2.595,nan,18.85954828,,,,,,,,,
0.721913237,2.596,nan,18.86061343,,,,,,,,,
0.721990548,2.597,14.97,18.86167916,,,,,,,,,
0.722067815,2.598,14.97,18.86274553,,,,,,,,,
0.72214504,2.599,14.97,18.86381293,,,,,,,,,
0.722222222,2.6,nan,18.8648813,,,,,,,,,
0.722299361,2.601,14.97,18.86595002,,,,,,,,,
0.722376458,2.602,nan,18.86701976,,,,,,,,,
0.722453511,2.603,14.97,18.86809052,,,,,,,,,
0.722530522,2.604,14.97,18.86916151,,,,,,,,,
0.72260749,2.605,nan,18.87023391,,,,,,,,,
0.722684415,2.606,14.97,18.8713067,,,,,,,,,
0.722761297,2.607,14.97,18.87238044,,,,,,,,,
0.722838137,2.608,nan,18.87345491,,,,,,,,,
0.722914935,2.609,14.97,18.87453027,,,,,,,,,
0.72299169,2.61,14.97,18.87560634,,,,,,,,,
0.723068402,2.611,14.97,18.87668325,,,,,,,,,
0.723145072,2.612,nan,18.8777607,,,,,,,,,
0.723221699,2.613,14.97,18.87883948,,,,,,,,,
0.723298284,2.614,14.97,18.87991852,,,,,,,,,
0.723374827,2.615,14.97,18.88099883,,,,,,,,,
0.723451327,2.616,nan,18.88207939,,,,,,,,,
0.723527785,2.617,14.97,18.8831611,,,,,,,,,
0.723604201,2.618,14.97,18.88424368,,,,,,,,,
0.723680575,2.619,14.97,18.88532678,,,,,,,,,
0.723756906,2.62,nan,18.88641064,,,,,,,,,
0.723833195,2.621,nan,18.88749569,,,,,,,,,
0.723909442,2.622,14.97,18.88858115,,,,,,,,,
0.723985647,2.623,14.97,18.88966751,,,,,,,,,
0.72406181,2.624,14.97,18.89075473,,,,,,,,,
0.724137931,2.625,14.97,18.89184286,,,,,,,,,
0.72421401,2.626,14.97,18.89293143,,,,,,,,,
0.724290047,2.627,14.97,18.89402102,,,,,,,,,
0.724366042,2.628,14.97,18.89511151,,,,,,,,,
0.724441995,2.629,nan,18.89620249,,,,,,,,,
0.724517906,2.63,14.97,18.89729443,,,,,,,,,
0.724593776,2.631,14.97,18.89838714,,,,,,,,,
0.724669604,2.632,nan,18.89948068,,,,,,,,,
0.724745389,2.633,nan,18.900575,,,,,,,,,
0.724821134,2.634,nan,18.90167003,,,,,,,,,
0.724896836,2.635,nan,18.90276588,,,,,,,,,
0.724972497,2.636,14.97,18.90386261,,,,,,,,,
0.725048117,2.637,14.97,18.90496021,,,,,,,,,
0.725123694,2.638,14.97,18.90605841,,,,,,,,,
0.725199231,2.639,14.97,18.90715719,,,,,,,,,
0.725274725,2.64,14.97,18.90825729,,,,,,,,,
0.725350179,2.641,14.97,18.9093578,,,,,,,,,
0.72542559,2.642,14.97,18.91045912,,,,,,,,,
0.725500961,2.643,14.97,18.91156152,,,,,,,,,
0.72557629,2.644,nan,18.91266433,,,,,,,,,
0.725651578,2.645,14.97,18.91376839,,,,,,,,,
0.725726824,2.646,14.97,18.91487263,,,,,,,,,
0.725802029,2.647,14.97,18.91597816,,,,,,,,,
0.725877193,2.648,nan,18.91708421,,,,,,,,,
0.725952316,2.649,nan,18.91819121,,,,,,,,,
0.726027397,2.65,14.97,18.91929911,,,,,,,,,
0.726102438,2.651,14.97,18.92040729,,,,,,,,,
0.726177437,2.652,14.97,18.92151686,,,,,,,,,
0.726252395,2.653,nan,18.92262688,,,,,,,,,
0.726327313,2.654,nan,18.92373762,,,,,,,,,
0.726402189,2.655,14.97,18.92484952,,,,,,,,,
0.726477024,2.656,14.97,18.92596165,,,,,,,,,
0.726551818,2.657,nan,18.92707514,,,,,,,,,
0.726626572,2.658,nan,18.92818913,,,,,,,,,
0.726701285,2.659,14.97,18.92930399,,,,,,,,,
0.726775956,2.66,14.97,18.93041962,,,,,,,,,
0.726850587,2.661,nan,18.93153584,,,,,,,,,
0.726925177,2.662,14.97,18.93265326,,,,,,,,,
0.726999727,2.663,14.97,18.93377105,,,,,,,,,
0.727074236,2.664,14.97,18.93488986,,,,,,,,,
0.727148704,2.665,14.97,18.93600949,,,,,,,,,
0.727223131,2.666,14.97,18.93712986,,,,,,,,,
0.727297518,2.667,14.97,18.93825081,,,,,,,,,
0.727371865,2.668,nan,18.93937283,,,,,,,,,
0.727446171,2.669,14.97,18.94049549,,,,,,,,,
0.727520436,2.67,nan,18.94161905,,,,,,,,,
0.727594661,2.671,nan,18.94274335,,,,,,,,,
0.727668845,2.672,14.97,18.94386838,,,,,,,,,
0.727742989,2.673,14.97,18.9449943,,,,,,,,,
0.727817093,2.674,14.97,18.94612063,,,,,,,,,
0.727891156,2.675,14.97,18.94724846,,,,,,,,,
0.72796518,2.676,14.97,18.94837646,,,,,,,,,
0.728039162,2.677,nan,18.94950535,,,,,,,,,
0.728113105,2.678,14.97,18.95063545,,,,,,,,,
0.728187007,2.679,14.97,18.95176567,,,,,,,,,
0.72826087,2.68,14.97,18.95289738,,,,,,,,,
0.728334692,2.681,nan,18.9540293,,,,,,,,,
0.728408474,2.682,14.97,18.95516221,,,,,,,,,
0.728482216,2.683,nan,18.95629594,,,,,,,,,
0.728555917,2.684,nan,18.9574306,,,,,,,,,
0.728629579,2.685,14.97,18.9585658,,,,,,,,,
0.728703201,2.686,14.97,18.95970175,,,,,,,,,
0.728776783,2.687,nan,18.96083885,,,,,,,,,
0.728850325,2.688,14.97,18.96197631,,,,,,,,,
0.728923828,2.689,14.97,18.96311491,,,,,,,,,
0.72899729,2.69,nan,18.96425404,,,,,,,,,
0.729070713,2.691,14.97,18.96539408,,,,,,,,,
0.729144095,2.692,14.97,18.96653475,,,,,,,,,
